Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,num_academia,num_company
731,Improved Algorithm on Online Clustering of Bandits,Chinese University of Hong Kong,University of Cambridge,Microsoft Research Asia (China),Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,3.0,1.0
732,GCN-LASE: Towards Adequately Incorporating Link Attributes in Graph Convolutional Networks *,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
733,GANAK: A Scalable Probabilistic Exact Model Counter *,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,4.0,0.0
734,DeltaDou: Expert-level Doudizhu AI through Self-play,"SweetCode Inc, Beijin","SweetCode Inc, Beijin","SweetCode Inc, Beijin","SweetCode Inc, Beijin","SweetCode Inc, Beijin",,,,,,,,,,,,,,,,,,,,5.0,0.0
735,Neural Network based Continuous Conditional Random Field for Fine-grained Crime Prediction,Northwestern Polytechnical University," Baidu Inc, The Business Intelligence Lab, Baidu Researc",Northwestern Polytechnical University,Institute of Computing Technology,University of Chinese Academy of Sciences,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,,,5.0,0.0
736,Low-Bit Quantization for Attributed Network Representation Learning,University of Technology Sydney,Monash University,University of Technology Sydney,Institute of Information Engineering,University of Antwerp,,,,,,,,,,,,,,,,,,,,5.0,0.0
737,A Refined Understanding of Cost-optimal Planning with Polytree Causal Graphs *,Linköping University,Linköping University,University of Sheffield,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
738,Imitative Attacker Deception in Stackelberg Security Games *,University of Oregon,Harvard University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
739,Automated Negotiation with Gaussian Process-based Utility Models *,Centrum Wiskunde & Informatica,Centrum Wiskunde & Informatica,Centrum Wiskunde & Informatica,Centrum Wiskunde & Informatica,Centrum Wiskunde & Informatica,Centrum Wiskunde & Informatica,Centrum Wiskunde & Informatica,,,,,,,,,,,,,,,,,,7.0,0.0
740,Semantic Characterization of Data Services through Ontologies,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,,,,,,,4.0,0.0
741,Label Distribution Learning with Label Correlations via Low-Rank Approximation,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Posts and Telecommunications,Nanjing University,Nanjing University of Aeronautics and Astronautics,Anhui University,,,,,,,,,,,,,,,,,,,6.0,0.0
742,Quadruply Stochastic Gradients for Large Scale Nonlinear Semi-Supervised AUC Optimization,Nanjing University of Information Science and Technology,Nanjing University of Information Science and Technology, JD Finance America Corporatio,Western University,Nanjing University of Information Science and Technology, JD Finance America Corporatio,University of Pittsburgh,,,,,,,,,,,,,,,,,,5.0,0.0
743,Combining ADMM and the Augmented Lagrangian Method for Efficiently Handling Many Constraints,Friedrich Schiller University Jena,Friedrich Schiller University Jena, Data Assessment Solution,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
744,Community Detection and Link Prediction via Cluster-driven Low-rank Matrix Completion,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,6.0,0.0
745,Representation Learning-Assisted Click-Through Rate Prediction,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,,,,,,,,,0.0,6.0
746,HDI-Forest: Highest Density Interval Regression Forest,Ctrip,Ctrip,Ctrip,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
747,Multi-Robot Planning Under Uncertain Travel Times and Safety Constraints,Örebro University,University of Oxford,University of Oxford,Örebro University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
748,Reasoning about Quality and Fuzziness of Strategic Behaviours,Laboratoire Spécification et Vérification,Hebrew University of Jerusalem,Institut de Recherche en Informatique et Systèmes Aléatoires,University of Naples Federico II,University of Naples Federico II,University of Leicester,,,,,,,,,,,,,,,,,,,5.0,0.0
749,Approximating Integer Solution Counting via Space Quantification for Linear Constraints,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,University of Chinese Academy of Sciences,,,,,,,,,,,,13.0,0.0
750,The Provable Virtue of Laziness in Motion Planning *,UNSW Sydney,Carnegie Mellon University,Carnegie Mellon University,University of Washington,,,,,,,,,,,,,,,,,,,,,4.0,0.0
751,LTL and Beyond: Formal Languages for Reward Function Specification in Reinforcement Learning,University of Toronto,Vector Institute,University of Toronto,Vector Institute,University of Toronto," Element AI, Toronto, Canad",University of Toronto,Vector Institute,,,,,,,,,,,,,,,,,4.0,1.0
752,Cold-Start Aware Deep Memory Network for Multi-Entity Aspect-Based Sentiment Analysis,Alibaba Group (China),Victoria University of Wellington,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Indiana University Bloomington,,,,,,,,,,,,,,,,,,,2.0,4.0
753,Dual-View Variational Autoencoders for Semi-Supervised Text Matching,Beihang University,"Beijing Advanced Innovation Center for Big Data and Brain Computing, Beijing, Chin",,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
754,AdaLinUCB: Opportunistic Learning for Contextual Bandits,"University of California, Davis","University of California, Davis","University of California, Davis",,,,,,,,,,,,,,,,,,,,,,3.0,0.0
755,Deep Multi-Agent Reinforcement Learning with Discrete-Continuous Hybrid Action Spaces,Tianjin University,Tianjin University,Tianjin University, Fuxi AI Lab in Neteas, Fuxi AI Lab in Neteas, Fuxi AI Lab in Neteas,,,,,,,,,,,,,,,,,,,3.0,0.0
756,Agent-based Decision Support for Pain Management in Primary Care Settings,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Chinese Academy of Sciences,Institute of Computing Technology,,,,,,,,,,,,,,,,,,,,5.0,0.0
757,Reagent: Converting Ordinary Webpages into Interactive Software Agents,Rensselaer Polytechnic Institute,IBM Research - Thomas J. Watson Research Center,Rensselaer Polytechnic Institute,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,,,,,4.0,0.0
758,Explainable Fashion Recommendation: A Semantic Attribute Region Guided Approach," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of Chin"," School of Data Science, University of S&T of Chin",Hefei University of Technology," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of Chin"," School of Data Science, University of S&T of Chin"," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of Chin"," School of Data Science, University of S&T of Chin"," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of Chin"," School of Data Science, University of S&T of ChinaPointed To Pointed Toe Pointed Toe High-heeled High-heele",,,,,,,,,,,,,,,,1.0,0.0
759,Predicting Dominance in Multi-person Videos,Dartmouth College,Dartmouth College,Stanford University,Stanford University,University of Arizona,"University of California, Santa Barbara",Dartmouth College,,,,,,,,,,,,,,,,,,7.0,0.0
760,Prototype Propagation Networks (PPN) for Weakly-supervised Few-shot Learning on Category Graph,University of Technology,University of Washington,University of Technology,University of Technology,UNSW Sydney,University of Technology,,,,,,,,,,,,,,,,,,,6.0,0.0
761,"A Tractable, Expressive, and Eventually Complete First-Order Logic of Limited Belief",RWTH Aachen University,University of Toronto,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
762,Automatic Verification of FSA Strategies via Counterexample-Guided Local Search for Invariants,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
763,On the Problem of Assigning PhD Grants," P.J. Šafárik University, Košice, Slovaki",Paris Dauphine University,Paris Dauphine University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
764,Belief Propagation Network for Hard Inductive Semi-Supervised Learning,Seoul National University,Seoul National University,Seoul National University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
765,Towards Robust ResNet: A Small Step but a Giant Leap,National University of Singapore,RIKEN Center for Advanced Intelligence Project,IBM Research - China,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,5.0,0.0
766,Exploring Computational User Models for Agent Policy Summarization,Harvard University,Technion – Israel Institute of Technology,Harvard University,Technion – Israel Institute of Technology,,,,,,,,,,,,,,,,,,,,,4.0,0.0
767,Learning Deep Decentralized Policy Network by Collective Rewards for Real-Time Combat Game,Institute of Automation,Institute of Automation,Institute of Automation, Horizon Robotic, Horizon Robotic,,,,,,,,,,,,,,,,,,,,3.0,0.0
768,Group-Fairness in Influence Maximization,National University of Singapore,Harvard University,University of Southern California,Harvard University,National University of Singapore,,,,,,,,,,,,,,,,,,,,5.0,0.0
769,Global Robustness Evaluation of Deep Neural Networks with Provable Guarantees for the Hamming Distance,University of Oxford,University of Oxford,University of Oxford,University of Liverpool,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,6.0,0.0
770,Improving Multilingual Sentence Embedding using Bi-directional Dual Encoder with Additive Margin Softmax,Google (United States),Google (United States),Google (United States),Google (United States),Google (United States),Google (United States),Google (United States),Google (United States),Google (United States),,,,,,,,,,,,,,,,0.0,9.0
771,Extracting Entities and Events as a Single Task Using a Transition-Based Neural Model,Wuhan University,Donghua University,Westlake University,Institute for Advanced Study,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,,,,6.0,0.0
772,Deep Metric Learning: The Generalization Analysis and an Adaptive Algorithm,University of Virginia,"University at Buffalo, State University of New York","University at Buffalo, State University of New York","University at Buffalo, State University of New York","University at Buffalo, State University of New York",University of Virginia,"University at Buffalo, State University of New York",,,,,,,,,,,,,,,,,,7.0,0.0
773,Learning Topic Models by Neighborhood Aggregation,The University of Tokyo,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
774,Image Captioning with Compositional Neural Module Networks,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
775,Parallel Wasserstein Generative Adversarial Nets with Multiple Discriminators,Chinese University of Hong Kong,Tencent (China),Tencent (China),Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,3.0,2.0
776,Preferences Single-Peaked on a Tree: Sampling and Tree Recognition,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
777,Generalized Zero-Shot Vehicle Detection in Remote Sensing Imagery via Coarse-to-Fine Framework,Xiamen University,Xiamen University,Xiamen University,Beihang University," Institute of Deep Learning, Baidu Researc",National Engineering Laboratory of Deep Learning Technology and Application,Xiamen University,Xiamen University,Xiamen University,,,,,,,,,,,,,,,,6.0,1.0
778,Self-Organizing Incremental Neural Networks for Continual Learning,Tokyo Institute of Technology,Tokyo Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
779,Explainable Deep Neural Networks for Multivariate Time Series Predictions,IBM Research - Zurich,IBM Research - Zurich,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
780,"Learning Robust Distance Metric with Side Information via Ratio Minimization of Orthogonally Constrained 2,1 -Norm Distances",Colorado School of Mines,Colorado School of Mines,Colorado School of Mines,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
781,Learning Interpretable Deep State Space Model for Probabilistic Time Series Forecasting, State Key Lab of Advanced Optical Communication System and Networ,Institut Pprime,Institut Pprime,Shanghai Jiao Tong University,Institut Pprime,Shanghai Jiao Tong University, State Key Lab of Advanced Optical Communication System and Networ,Institut Pprime,,,,,,,,,,,,,,,,,4.0,0.0
782,An Efficient Algorithm for Skeptical Preferred Acceptance in Dynamic Argumentation Frameworks,University of Calabria,University of Calabria,University of Calabria,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
783,An Experimental View on Committees Providing Justified Representation,Technical University of Berlin,AGH University of Science and Technology,Technical University of Berlin,Technical University of Berlin,,,,,,,,,,,,,,,,,,,,,4.0,0.0
784,Ensemble-based Ultrahigh-dimensional Variable Screening,University of Alberta,University of Alberta,University of Alberta,University of Waterloo,University of Alberta,University of Hong Kong,,,,,,,,,,,,,,,,,,,6.0,0.0
785,CLVSA: A Convolutional LSTM Based Variational Sequence-to-Sequence Modelwith Attention for Predicting Trends of Financial Markets,University of Massachusetts Lowell,University of Massachusetts Lowell,University of Massachusetts Lowell,University of Massachusetts Lowell,University of Massachusetts Lowell,,,,,,,,,,,,,,,,,,,,5.0,0.0
786,Detecting Robust Co-Saliency with Recurrent Co-Attention Neural Network,Nanjing University,Nanjing University,Nanjing University,Jiangsu University of Science and Technology,Jiangsu University of Science and Technology,,,,,,,,,,,,,,,,,,,,5.0,0.0
787,On Retrospecting Human Dynamics with Attention,University of Sydney,University of Sydney,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
788,Group-based Learning of Disentangled Representations with Generalizability for Novel Contents,Advanced Telecommunications Research Institute International,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
789,Deeper Connections between Neural Networks and Gaussian Processes Speed-up Active Learning,Skolkovo Institute of Science and Technology,Skolkovo Institute of Science and Technology,Skolkovo Institute of Science and Technology,Skolkovo Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,4.0,0.0
790,Evolutionary Learning of Existential Rules,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
791,Structure-Aware Residual Pyramid Network for Monocular Depth Estimation,Engineering Laboratory,Engineering Laboratory,Engineering Laboratory,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
792,A Convergence Analysis of Distributed SGD with Communication-Efficient Gradient Sparsification,Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong Baptist University,,,,,,,,,,,,,,,,,,,,5.0,0.0
793,Deterministic Routing between Layout Abstractions for Multi-Scale classification of Visually Rich Documents,The Ohio State University,The Ohio State University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
794,Computational Aspects of Equilibria in Discrete Preference Games,IBM Research - India,IBM Research - India,IBM Research - India,IBM Research - India,IBM Research - India,IBM Research - India,,,,,,,,,,,,,,,,,,,6.0,0.0
795,FaRM: Fair Reward Mechanism for Information Aggregation in Spontaneous Localized Settings,"International Institute of Information Technology, Hyderabad",Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,University of Helsinki,"International Institute of Information Technology, Hyderabad",,,,,,,,,,,,,,,,,,,,5.0,0.0
796,Earlier Attention? Aspect-Aware LSTM for Aspect-Based Sentiment Analysis,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology, Meituan-Dianping Grou, Meituan-Dianping Grou,Beijing Institute of Technology, Meituan-Dianping Grou,Meituan-Dianping Group,,,,,,,,,,,,,,,,,4.0,0.0
797,Masked Graph Convolutional Network,Hebei University of Technology,Hebei University of Technology,Hebei University of Technology,Hebei University of Technology,Tianjin University,Hebei University of Technology,Hebei University of Technology,Beihang University,,,,,,,,,,,,,,,,,8.0,0.0
798,On the Estimation of Treatment Effect with Text Covariates,"University at Buffalo, State University of New York",University of Georgia,Alibaba Group (China),"University at Buffalo, State University of New York","University at Buffalo, State University of New York",University of Virginia,,,,,,,,,,,,,,,,,,,5.0,1.0
799,MineRL: A Large-Scale Dataset of Minecraft Demonstrations,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,7.0,0.0
800,An Efficient Evolutionary Algorithm for Minimum Cost Submodular Cover,University of Florida,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
801,Unifying Search-based and Compilation-based Approaches to Multi-agent Path Finding through Satisfiability Modulo Theories,Czech Technical University in Prague,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
802,GraspSnooker: Automatic Chinese Commentary Generation for Snooker Videos,Southeast University,China Meteorological Administration,China Meteorological Administration,Southeast University,China Meteorological Administration,Southeast University,,,,,,,,,,,,,,,,,,,6.0,0.0
803,Mappa Mundi: An Interactive Artistic Mind Map Generator with Artificial Imagination," JD AI, Beijing, Chin",Central Academy of Fine Arts," JD AI, Beijing, Chin"," JD AI, Beijing, Chin",Central Academy of Fine Arts," JD AI, Beijing, Chin",,,,,,,,,,,,,,,,,,,2.0,4.0
804,DISPUTool A Tool for the Argumentative Analysis of Political Debates *,University of Luxembourg,Université Côte d'Azur,Université Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
805,Automatic Successive Reinforcement Learning with Multiple Auxiliary Rewards,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
806,Using Natural Language for Reward Shaping in Reinforcement Learning,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
807,Branch-and-Cut-and-Price for Multi-Agent Pathfinding,Monash University,Data61,Monash University,Monash University,Monash University,Data61,,,,,,,,,,,,,,,,,,,6.0,0.0
808,Correct-and-Memorize: Learning to Translate from Interactive Revisions,Nanjing University of Aeronautics and Astronautics,Nanjing University,China Meteorological Administration,Nanjing University of Aeronautics and Astronautics,Nanjing University,China Meteorological Administration,Nanjing University of Aeronautics and Astronautics,Nanjing University,Nanjing University of Aeronautics and Astronautics,Nanjing University,,,,,,,,,,,,,,,10.0,0.0
809,Unsupervised Embedding Enhancements of Knowledge Graphs using Textual Associations,University of Toronto," Data Science, Rubikloud Technologies Inc"," Data Science, Rubikloud Technologies Inc",University of Toronto,,,,,,,,,,,,,,,,,,,,,2.0,0.0
810,BN-invariant Sharpness Regularizes the Training Model to Better Generalization,University of Chinese Academy of Sciences,Academy of Mathematics and Systems Science,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),University of Chinese Academy of Sciences,Academy of Mathematics and Systems Science,Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,,4.0,3.0
811,Synthesizing Datalog Programs Using Numerical Relaxation,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,,,,,,,,,,,,,,,,,,,,,4.0,0.0
812,Addressing Age-Related Bias in Sentiment Analysis *,Northwestern University,Northwestern University,University of Mary,Northwestern University,Northwestern University,,,,,,,,,,,,,,,,,,,,5.0,0.0
813,An ASP Approach to Generate Minimal Countermodels in Intuitionistic Propositional Logic,University of Milan,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
814,Explanations for Query Answers under Existential Rules,University of Oxford,University of Oxford,University of Exeter,University of Oxford,,,,,,,,,,,,,,,,,,,,,4.0,0.0
815,Predicting the Visual Focus of Attention in Multi-Person Discussion Videos,Stanford University,Georgia Institute of Technology,Stanford University,"University of California, Davis",University of Arizona,,,,,,,,,,,,,,,,,,,,5.0,0.0
816,Pseudo Supervised Matrix Factorization in Discriminative Subspace,Wuhan University,Wuhan University,Wuhan University,Wuhan University,Yunnan University,,,,,,,,,,,,,,,,,,,,5.0,0.0
817,AntProphet: an Intention Mining System behind Alipay's Intelligent Customer Service Bot,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
818,Deep Learning with Relational Logic Representations,Czech Technical University in Prague,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
819,Complexity of Manipulating and Controlling Approval-Based Multiwinner Voting,Saarland University,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
820,A Regularized Opponent Model with Maximum Entropy Objective,University College London,University College London,University College London,University College London,University of Alberta,University College London,,,,,,,,,,,,,,,,,,,6.0,0.0
821,Finding Statistically Significant Interactions between Continuous Features,National Institute of Informatics,Japan Science and Technology Agency," D-BSSE, ETH Zürich, Basel 4058, Switzerlan",SIB Swiss Institute of Bioinformatics,,,,,,,,,,,,,,,,,,,,,2.0,0.0
822,HMLasso: Lasso with High Missing Rate,The Institute of Statistical Mathematics,The Institute of Statistical Mathematics,The Institute of Statistical Mathematics,The Institute of Statistical Mathematics,,,,,,,,,,,,,,,,,,,,,4.0,0.0
823,Parts4Feature: Learning 3D Global Features from Generally Semantic Parts in Multiple Views,Tsinghua University,"University of Maryland, College Park",Tsinghua University,Research Organization for Information Science and Technology,Tsinghua University,Research Organization for Information Science and Technology,"University of Maryland, College Park",,,,,,,,,,,,,,,,,,7.0,0.0
824,Confirmatory Bayesian Online Change Point Detection in the Covariance Structure of Gaussian Processes,Ulsan National Institute of Science and Technology,Ulsan National Institute of Science and Technology,Ulsan National Institute of Science and Technology,Ulsan National Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,4.0,0.0
825,Nostalgic Adam: Weighting More of the Past Gradients When Designing the Adaptive Learning Rate,Peking University,Peking University,Peking University,Peking University,Beijing Institute of Big Data Research,,,,,,,,,,,,,,,,,,,,5.0,0.0
826,Attributed Graph Clustering: A Deep Attentional Embedding Approach,University of Technology Sydney,Monash University,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,,,,,,,6.0,0.0
827,Multi-view Knowledge Graph Embedding for Entity Alignment,Nanjing University,Nanjing University,Nanjing University,"University of California, Los Angeles",Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,6.0,0.0
828,Robust Audio Adversarial Example for a Physical Attack,University of Tsukuba,RIKEN Center for Advanced Intelligence Project,University of Tsukuba,RIKEN Center for Advanced Intelligence Project,,,,,,,,,,,,,,,,,,,,,4.0,0.0
829,MNN: Multimodal Attentional Neural Networks for Diagnosis Prediction,Tencent Medical AI La,Tencent Medical AI La,Tencent Medical AI La,Tencent Medical AI La,,,,,,,,,,,,,,,,,,,,,4.0,0.0
830,Balanced Ranking with Diversity Constraints,New York University,Drexel University,New York University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
831,Multi-agent Attentional Activity Recognition,UNSW Sydney,UNSW Sydney,UNSW Sydney,Northwestern Polytechnical University,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,,,,5.0,0.0
832,MiSC: Mixed Strategies Crowdsourcing,University of Hong Kong,University of Hong Kong,Nanjing University,University of Hong Kong,,,,,,,,,,,,,,,,,,,,,4.0,0.0
833,STAR-GCN: Stacked and Reconstructed Graph Convolutional Networks for Recommender Systems,Chinese University of Hong Kong,Hong Kong University of Science and Technology,Tencent (China),Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,3.0,1.0
834,DARec: Deep Domain Adaptation for Cross-Domain Recommendation via Transferring Rating Patterns,UNSW Sydney,UNSW Sydney,UNSW Sydney,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
835,Data Complexity and Rewritability of Ontology-Mediated Queries in Metric Temporal Logic under the Event-Based Semantics,University of London,University of Oxford,University of Warsaw,University of London,,,,,,,,,,,,,,,,,,,,,4.0,0.0
836,How to Handle Missing Values in Multi-Criteria Decision Aiding?," Thales Research & Technology, Palaiseau, Franc",University of Technology of Compiègne,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
837,Learning Shared Vertex Representation in Heterogeneous Graphs with Convolutional Networks for Recommendation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
838,Data Poisoning against Differentially-Private Learners: Attacks and Defenses,University of Wisconsin–Madison,University of Wisconsin–Madison,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
839,FSM: A Fast Similarity Measurement for Gene Regulatory Networks via Genes' Influence Power,Wuhan University,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
840,A Quantum-inspired Classical Algorithm for Separable Non-negative Matrix Factorization,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Centrum Wiskunde & Informatica,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,9.0,0.0
841,Simple Conditionals with Constrained Right Weakening,University of Luxembourg,University of Cape Town,Artois University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
842,Learning Description Logic Concepts: When can Positive and Negative Examples be Separated?,University of Bremen,University of Bremen,University of Bremen,University of Liverpool,University of Liverpool,,,,,,,,,,,,,,,,,,,,5.0,0.0
843,Sharpness of the Satisfiability Threshold for Non-Uniform Random k-SAT,University of Potsdam,University of Potsdam,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
844,How Well Do Machines Perform on IQ tests: a Comparison Study on a Large-Scale Dataset,Tianjin University of Science and Technology,Tianjin University of Science and Technology,Shenzhen University,Tianjin University of Science and Technology,Tianjin University of Science and Technology,Shanghai Center for Brain Science and Brain-Inspired Technology,Massey University,,,,,,,,,,,,,,,,,,7.0,0.0
845,PRoFET: Predicting the Risk of Firms from Event Transcripts,University of Mannheim,University of Mannheim,University of Mannheim,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
846,Modeling Noisy Hierarchical Types in Fine-Grained Entity Typing: A Content-Based Weighting Approach,Beihang University,Beihang University,Beihang University,Beihang University,University of Ottawa,National Research Council Canada,Beihang University,Beihang University,,,,,,,,,,,,,,,,,8.0,0.0
847,Geometric Understanding for Unsupervised Subspace Learning,Shanghai University,Shanghai University,Shanghai Jiao Tong University,Shanghai University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
848,Efficient Regularization Parameter Selection for Latent Variable Graphical Models via Bi-Level Optimization,Friedrich Schiller University Jena,Friedrich Schiller University Jena,Ernst Abbe University of Applied Sciences Jena,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
849,RecoNet: An Interpretable Neural Architecture for Recommender Systems,University of Lausanne,University of Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
850,Depth-First Memory-Limited AND/OR Search and Unsolvability in Cyclic Search Spaces,IBM Research - Ireland,IBM Research - Ireland,IBM Research - Ireland,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
851,Contextual Typeahead Sticker Suggestions on Hike Messenger,Essen University Hospital,Essen University Hospital,Essen University Hospital,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
852,CoTrRank: Trust Evaluation of Users and Tweets,Macquarie University,Macquarie University,Macquarie University,Donghua University,Macquarie University,,,,,,,,,,,,,,,,,,,,5.0,0.0
853,Locate-Then-Detect: Real-time Web Attack Detection via Attention-based Deep Neural Networks,Alibaba Group (China),Zhejiang University," AI&Data Department, Dingxiang Tech.Inc, Chin",Alibaba Group (China),,,,,,,,,,,,,,,,,,,,,1.0,2.0
854,Dual-Path in Dual-Path Network for Single Image Dehazing,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,,,,,6.0,0.0
855,Rational Inference Relations from Maximal Consistent Subsets Selection,Artois University,Artois University,Institut Universitaire de France,Artois University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
856,Belief Update without Compactness in Non-finitary Languages,Macquarie University,Universidade de São Paulo,Macquarie University,Universidade de São Paulo,,,,,,,,,,,,,,,,,,,,,4.0,0.0
857,Progressive Transfer Learning for Person Re-identification,Zhejiang University,Alibaba Group (China),Zhejiang University,Guangzhou Automobile Group (China),Alibaba Group (China),Zhejiang University,Zhejiang University," Fabu Inc., Hangzhou, China",Alibaba Group (China),,,,,,,,,,,,,,,,4.0,4.0
858,Light-Weight Hybrid Convolutional Network for Liver Tumor Segmentation,Northwestern Polytechnical University,Northwestern Polytechnical University,Dalian University of Technology,University of Adelaide,Northwestern Polytechnical University,University of Adelaide,,,,,,,,,,,,,,,,,,,6.0,0.0
