Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,num_academia,num_company
470,No Learner Left Behind: On the Complexity of Teaching Multiple Learners Simultaneously,University of Wisconsin–Madison,University of Rochester,Instituto Superior Técnico / INESC-I,,,,,,,,,,,,,3.0,0.0
471,Adaptive Semantic Compositionality for Sentence Modelling,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,3.0,0.0
472,Automatic Assessment of Absolute Sentence Complexity,University of Mannheim,University of Mannheim,University of Mannheim,,,,,,,,,,,,,3.0,0.0
473,A Reasoning System for a First-Order Logic of Limited Belief,UNSW Sydney,,,,,,,,,,,,,,,1.0,0.0
474,Context-aware Path Ranking for Knowledge Base Completion,University of Illinois at Chicago,University of Illinois at Chicago,,,,,,,,,,,,,,2.0,0.0
475,Deep-dense Conditional Random Fields for Object Co-segmentation,Nanjing University,Nanjing University,Hohai University,,,,,,,,,,,,,3.0,0.0
476,A Deep Neural Network for Chinese Zero Pronoun Resolution,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,4.0,0.0
477,Fair and Efficient Social Choice in Dynamic Settings,Duke University,Duke University,Duke University,,,,,,,,,,,,,3.0,0.0
478,Agent Design Consistency Checking via Planning,University of Melbourne,RMIT University,RMIT University,,,,,,,,,,,,,3.0,0.0
479,Compromise-free Pathfinding on a Navigation Mesh,Monash University,Monash University,Australian National University,Australian National University,,,,,,,,,,,,4.0,0.0
480,Extracting Visual Knowledge from the Web with Multimodal Learning,Department of Computer and Information Science and Engineering University of Florid,Department of Computer and Information Science and Engineering University of Florid,,,,,,,,,,,,,,2.0,0.0
481,Dependency Exploitation: A Unified CNN-RNN Approach for Visual Emotion Recognition,University of Chinese Academy of Sciences,Case Western Reserve University,University of Chinese Academy of Sciences,Harbin Institute of Technology,University of Technology Sydney,University of Technology Sydney,University of Chinese Academy of Sciences,Case Western Reserve University,University of Sydney,,,,,,,9.0,0.0
482,Comparing Strategic Secrecy and Stackelberg Commitment in Security Games,Nanyang Technological University,Nanyang Technological University,Technical University of Munich,Aarhus University,The University of Texas at El Paso,,,,,,,,,,,5.0,0.0
483,Ontology-Mediated Query Answering for Key-Value Stores,French National Centre for Scientific Research,French Institute for Research in Computer Science and Automation,French National Centre for Scientific Research,French Institute for Research in Computer Science and Automation,University of Montpellier,University of Lille,French Institute for Research in Computer Science and Automation,French Institute for Research in Computer Science and Automation,University of Montpellier,University of Lille,French Institute for Research in Computer Science and Automation,,,,,11.0,0.0
484,On Neighborhood Singleton Consistencies,French National Centre for Scientific Research,University of Western Macedonia,,,,,,,,,,,,,,2.0,0.0
485,Faster Conflict Generation for Dynamic Controllability,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,3.0,0.0
486,AccGenSVM: Selectively Transferring from Previous Hypotheses,Computer Science Department,Computer Science Department,Computer Science Department,,,,,,,,,,,,,3.0,0.0
487,Robust Quadratic Programming for Price Optimization,New England College,New England College,New England College,,,,,,,,,,,,,3.0,0.0
488,App Download Forecasting: An Evolutionary Hierarchical Competition Approach,University of Science and Technology of China,University of Melbourne,University of Science and Technology of China,,,,,,,,,,,,,3.0,0.0
489,COBRA: A Fast and Simple Method for Active Clustering with Pairwise Constraints,KU Leuven,KU Leuven,KU Leuven,,,,,,,,,,,,,3.0,0.0
490,Instability Prediction in Power Systems using Recurrent Neural Networks,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,,,,,,,,,,,,,3.0,0.0
491,Swift Logic for Big Data and Knowledge Graphs,University of Oxford,University of Oxford,TU Wien,University of Edinburgh,University of Oxford,,,,,,,,,,,5.0,0.0
492,Verification of Broadcasting Multi-Agent Systems against an Epistemic Strategy Logic,"Computer Science, Integrative Biology and Complex Systems",Imperial College London,University of Naples Federico II,University of Naples Federico II,,,,,,,,,,,,4.0,0.0
493,Nonlinear Maximum Margin Multi-view Learning with Adaptive Kernel,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Software,Institute of Automation,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Institute of Computing Technology,Chinese Academy of Sciences,Institute of Computing Technology,Institute of Software,,,,,11.0,0.0
494,Exclusivity Regularized Machine: A New Ensemble SVM Classifier,Temple University,Temple University,Temple University,,,,,,,,,,,,,3.0,0.0
495,Acceptability Semantics for Weighted Argumentation Frameworks,Université de Toulouse,Université de Toulouse,University of Belgrade,Artois University,,,,,,,,,,,,4.0,0.0
496,Incremental Decision Making Under Risk with the Weighted Expected Utility Model,Sorbonne University,Sorbonne University,Sorbonne University,Sorbonne University,Sorbonne University,,,,,,,,,,,5.0,0.0
497,Responsible Autonomy,Delft University of Technology,,,,,,,,,,,,,,,1.0,0.0
498,Convolutional 2D LDA for Nonlinear Dimensionality Reduction *,Northwestern Polytechnical University, Unmanned System Research Institute (USRI),Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,,,,,,,,,,4.0,0.0
499,Aggregating Crowd Wisdoms with Label-aware Autoencoders,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,4.0,0.0
500,Contextual Covariance Matrix Adaptation Evolutionary Strategies,University of Aveiro,University of Minho,University of Porto,University of Aveiro,University of Minho,University of Porto,,,,,,,,,,6.0,0.0
501,AGRA: An Analysis-Generation-Ranking Framework for Automatic Abbreviation from Paper Titles,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,8.0,0.0
502,Symbolic Priors for RNN-based Semantic Parsing,Xerox Research Centre Europe chunyang.xiao,Xerox Research Centre Europe chunyang.xiao,French National Centre for Scientific Research,,,,,,,,,,,,,1.0,2.0
503,WALKING WALKing walking: Action Recognition from Action Echoes,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,"University of California, San Diego",,,,,,,,,,6.0,0.0
504,Self-weighted Multiview Clustering with Multiple Graphs,Northwestern Polytechnical University,Northwestern Polytechnical University,Xian Institute of Optics and Precision Mechanics,,,,,,,,,,,,,3.0,0.0
505,Probabilistic Inference in Hybrid Domains,University of Trento,,,,,,,,,,,,,,,1.0,0.0
506,A Framework for Long-Term Learning Systems,Computer Science Department,,,,,,,,,,,,,,,1.0,0.0
507,Learning to Run Heuristics in Tree Search,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology,Georgia Institute of Technology," ExxonMobil Upstream Research Company, Houston, TX, US",,,,,,,,,,,4.0,0.0
508,Restart and Random Walk in Local Search for Maximum Vertex Weight Cliques with Evaluations in Clustering Aggregation,Jinan University,Griffith University,Temple University,Sun Yat-sen University,Griffith University,Temple University,Jinan University,Griffith University,,,,,,,,8.0,0.0
509,Random Shifting for CNN: a Solution to Reduce Information Loss in Down-Sampling Layers,China Aerospace Science and Industry Corporation (China),University of Chinese Academy of Sciences,Microsoft Research (United Kingdom),China Aerospace Science and Industry Corporation (China),China Aerospace Science and Industry Corporation (China),Center for Excellence in Brain Science and Intelligence Technology,University of Chinese Academy of Sciences,,,,,,,,,3.0,1.0
510,Link Prediction via Ranking Metric Dual-Level Attention Network Learning,Zhejiang University,Zhejiang University,Advanced Digital Sciences Center,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,6.0,0.0
511,Compact MDDs for Pseudo-Boolean Constraints with At-Most-One Relations in Resource-Constrained Scheduling Problems,University of Girona,University of Girona,University of Girona,University of Girona,,,,,,,,,,,,4.0,0.0
512,Object Detection Meets Knowledge Graphs,Institute for Infocomm Research,Institute for Infocomm Research,Institute for Infocomm Research,Institute for Infocomm Research,Institute for Infocomm Research,,,,,,,,,,,5.0,0.0
513,Semi-Supervised Learning for Surface EMG-based Gesture Recognition,Zhejiang University,National University of Singapore,Zhejiang University,Zhejiang University,Zhejiang University,National University of Singapore,Zhejiang University,,,,,,,,,7.0,0.0
514,Global-residual and Local-boundary Refinement Networks for Rectifying Scene Parsing Predictions *,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences," Artificial Intelligence Institute, 360 company, Beijing, China, 100025",Chinese Academy of Sciences," Artificial Intelligence Institute, 360 company, Beijing, China, 100025",,,,,,,,,,3.0,2.0
515,A Scalable Approach to Chasing Multiple Moving Targets with Multiple Agents,Google (Canada),IBM Research - Ireland,IBM Research - Ireland,,,,,,,,,,,,,2.0,1.0
516,Combining Models from Multiple Sources for RGB-D Scene Recognition,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Computer Vision Center,,,,,,,,,,,5.0,0.0
517,Cause-Effect Knowledge Acquisition and Neural Association Model for Solving A Set of Winograd Schema Problems,University of Science and Technology of China,York University,York University,University of Science and Technology of China,York University," iFLYTEK Research, Hefei, Chin"," iFLYTEK Research, Hefei, Chin",University of Science and Technology of China,,,,,,,,5.0,2.0
518,Dynamic Weighted Majority for Incremental Learning of Imbalanced Data Streams with Concept Drift *,Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong Baptist University,University of Macau,,,,,,,,,,,,4.0,0.0
519,Game Theoretic Analysis of Security and Sustainability,Nanyang Technological University,,,,,,,,,,,,,,,1.0,0.0
520,Exploiting Causality for Selective Belief Filtering in Dynamic Bayesian Networks (Extended Abstract) *,The University of Texas at Austin,University of Edinburgh,"Artificial Intelligence Research [Albrecht and Ramamoorthy, 2016]",,,,,,,,,,,,,2.0,0.0
521,Scalable Constraint-Based Virtual Data Center Allocation,University of British Columbia,Leiden University,,,,,,,,,,,,,,2.0,0.0
522,Manipulating Gale-Shapley Algorithm: Preserving Stability and Remaining Inconspicuous,Indian Institute of Science Bangalore,Indian Institute of Technology Gandhinagar,,,,,,,,,,,,,,2.0,0.0
523,Learning Mahalanobis Distance Metric: Considering Instance Disturbance Helps *,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,4.0,0.0
524,Adaptively Unified Semi-supervised Learning for Cross-Modal Retrieval,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,The University of Texas Health Science Center at San Antonio,,,13.0,0.0
525,Understanding How Feature Structure Transfers in Transfer Learning,University of Sydney,Hong Kong University of Science and Technology,University of Sydney,,,,,,,,,,,,,3.0,0.0
526,Mapping Repair in Ontology-based Data Access Evolving Systems,University of Oslo,University of Oslo,University of Oslo,University of Oslo,University of Oslo,University of Oslo,University of Oslo,,,,,,,,,7.0,0.0
527,Fair Allocation Based on Diminishing Differences,Bar-Ilan University,Bar-Ilan University,,,,,,,,,,,,,,2.0,0.0
528,Local Search for Minimum Weight Dominating Set with Two-Level Configuration Checking and Frequency Based Scoring Function (Extended Abstract),Northeast Normal University,Chinese Academy of Sciences,Northeast Normal University,,,,,,,,,,,,,3.0,0.0
529,Multi-Modal Word Synset Induction,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,2.0,0.0
530,Understanding and Exploiting Language Diversity *,University of Trento,University of Trento,University of Trento,,,,,,,,,,,,,3.0,0.0
531,The Condorcet Principle for Multiwinner Elections: From Shortlisting to Proportionality *,UNSW Sydney,University of Oxford,AGH University of Science and Technology,University of Oxford,Technical University of Berlin,,,,,,,,,,,5.0,0.0
532,Diverse Weighted Bipartite b-Matching,University of Mary,Computer Science Department,University of Mary,,,,,,,,,,,,,2.0,0.0
533,Multi-Component Nonnegative Matrix Factorization,Bournemouth University,Bournemouth University,Tsinghua University,Bournemouth University,Bournemouth University,Tianjin University of Commerce,,,,,,,,,,6.0,0.0
534,Player Movement Models for Platformer Game Level Generation,Drexel University,Drexel University,,,,,,,,,,,,,,2.0,0.0
535,Answering Conjunctive Regular Path Queries over Guarded Existential Rules,French Institute for Research in Computer Science and Automation,French National Centre for Scientific Research,University of Montpellier,French Institute for Research in Computer Science and Automation,,,,,,,,,,,,4.0,0.0
536,SEVEN: Deep Semi-supervised Verification Networks,Northwestern University,Lehigh University,University of Illinois at Chicago,,,,,,,,,,,,,3.0,0.0
537,Exploiting Music Play Sequence for Music Recommendation,National University of Singapore,Northumbria University,He University,National University of Singapore,Shandong University,,,,,,,,,,,5.0,0.0
538,What to Do Next: Modeling User Behaviors by Time-LSTM,Zhejiang University,North University of China,Zhejiang University,Zhejiang University,North University of China,Zhejiang University,Zhejiang University,North University of China,Zhejiang University,Simon Fraser University,Zhejiang University,North University of China,Zhejiang University,,,13.0,0.0
539,Operationalizing Operational Logics: Semiotic Knowledge Representations for Interactive Systems,"University of California, Santa Cruz",,,,,,,,,,,,,,,1.0,0.0
540,Finding Robust Solutions to Stable Marriage,University College Cork,University College Cork,Institut Mines-Télécom,University College Cork,,,,,,,,,,,,4.0,0.0
541,ContextCare: Incorporating Contextual Information Networks to Representation Learning on Medical Forum Data *,Harbin Institute of Technology,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,Harbin Institute of Technology,Harbin Institute of Technology,University of Illinois Urbana-Champaign,,,,,,,,,,6.0,0.0
542,Microblog Sentiment Classification via Recurrent Random Walk Network Learning,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,5.0,0.0
543,Multi-Instance Learning with Key Instance Shift *,Nanjing University,Nanjing University,,,,,,,,,,,,,,2.0,0.0
544,From Decimation to Local Search and Back: A New Approach to MaxSAT,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Institute of Computing Technology,Chinese Academy of Sciences,,,,,,,,,,,,4.0,0.0
545,Automatic Synthesis of Smart Table Constraints by Abstraction of Table Constraints,Université Catholique de Louvain,Université Catholique de Louvain,Artois University,Université Catholique de Louvain,,,,,,,,,,,,4.0,0.0
546,Who to Invite Next? Predicting Invitees of Social Groups,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,2.0,0.0
547,Learning Multi-faceted Knowledge Graph Embeddings for Natural Language Processing,University College London,University College London,,,,,,,,,,,,,,2.0,0.0
548,Stochastic Constraint Programming,Monash University,,,,,,,,,,,,,,,1.0,0.0
549,The Impact of Treewidth on ASP Grounding and Solving,TU Wien,TU Wien,TU Wien,TU Wien,,,,,,,,,,,,4.0,0.0
550,Thresholding Bandits with Augmented UCB,Indian Institute of Technology Madras,Indian Institute of Technology Madras,Indian Institute of Technology Madras,,,,,,,,,,,,,3.0,0.0
551,Exemplar-centered Supervised Shallow Parametric Data Embedding,Princeton University,Princeton University,National Research Council Canada,,,,,,,,,,,,,3.0,0.0
552,A Variational Autoencoding Approach for Inducing Cross-lingual Word Embeddings,Peking University,Peking University,,,,,,,,,,,,,,2.0,0.0
553,Reduction Techniques for Model Checking and Learning in MDPs,The University of Texas at Austin,Université Libre de Bruxelles,Université Libre de Bruxelles,The University of Texas at Austin,,,,,,,,,,,,4.0,0.0
554,Efficient Reinforcement Learning with Hierarchies of Machines by Leveraging Internal Transitions,"University of California, Berkeley","University of California, Berkeley",,,,,,,,,,,,,,2.0,0.0
555,Knowledge Graph Representation with Jointly Structural and Textual Encoding,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,8.0,0.0
556,Plato's Cave in the Dempster-Shafer Land: the Link between Pignistic and Plausibility Transformations,Renmin University of China,Institute of Software,Renmin University of China,Renmin University of China,,,,,,,,,,,,4.0,0.0
557,XOR-Sampling for Network Design with Correlated Stochastic Events,Cornell University,Cornell University,Cornell University,Cornell University,,,,,,,,,,,,4.0,0.0
558,Synthesizing Samples for Zero-shot Learning *,Tsinghua University,Tsinghua University,Lancaster University,Tsinghua University,,,,,,,,,,,,4.0,0.0
559,Online Multitask Relative Similarity Learning,Institute of High Performance Computing,University of Antwerp,Institute for Infocomm Research,Singapore Management University,Nanyang Technological University,,,,,,,,,,,5.0,0.0
560,News Across Languages -Cross-Lingual Document Similarity and Event Tracking (Extended Abstract),Jožef Stefan Institute,Jožef Stefan Institute,Jožef Stefan Institute,Jožef Stefan Institute,Jožef Stefan Institute,,,,,,,,,,,5.0,0.0
561,Learning from Data Heterogeneity: Algorithms and Applications,University of the State of Amazonas,,,,,,,,,,,,,,,1.0,0.0
562,Interactive Attention Networks for Aspect-Level Sentiment Classification,Peking University,Peking University,China University of Mining and Technology,Peking University,Peking University,China University of Mining and Technology,,,,,,,,,,6.0,0.0
563,Sampling for Approximate Maximum Search in Factorized Tensor,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,3.0,0.0
564,Semi-supervised Orthogonal Graph Embedding with Recursive Projections,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,The University of Texas at Arlington,,,,,,,,,,,,4.0,0.0
565,Generalized Target Assignment and Path Finding Using Answer Set Programming,New Mexico State University,Computer Science Department,New Mexico State University,Computer Science Department,New Mexico State University,University of Southern California,University of Southern California,,,,,,,,,5.0,0.0
566,Image Gradient-based Joint Direct Visual Odometry for Stereo Camera,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,2.0,0.0
567,Hierarchical Task Network Planning with Task Insertion and State Constraints,Université de Toulouse,University of Sydney,Université de Toulouse,Toulouse Institute of Computer Science Research,Université de Toulouse,Sun Yat-sen University," Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, Chin",Sun Yat-sen University,,,,,,,,5.0,0.0
568,Autoencoder Regularized Network For Driving Style Representation Learning,Beijing University of Posts and Telecommunications,University of Electronic Science and Technology of China,IBM Research - China,,,,,,,,,,,,,3.0,0.0
569,Sample Efficient Policy Search for Optimal Stopping Domains,Carnegie Mellon University,Carnegie Mellon University,Stanford University,,,,,,,,,,,,,3.0,0.0
570,Epistemic-entrenchment Characterization of Parikh's Axiom,University of Patras,University of Patras,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,4.0,0.0
571,A Study of Unrestricted Abstract Argumentation Frameworks,Leipzig University,University of Liverpool,,,,,,,,,,,,,,2.0,0.0
572,Focused Depth-first Proof Number Search using Convolutional Neural Networks for the Game of Hex,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,,,,3.0,0.0
573,Understanding People Lifestyles: Construction of Urban Movement Knowledge Graph from GPS Trajectory,Kyoto University,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Kyoto University,,,,,,,,,,,2.0,3.0
574,Symbolic LTL f Synthesis,East China Normal University,Rice University,Rice University,East China Normal University,Rice University,,,,,,,,,,,5.0,0.0
575,A Correlated Topic Model Using Word Embeddings,"University at Buffalo, State University of New York","University at Buffalo, State University of New York",Renmin University of China,University of Science and Technology Beijing,"University at Buffalo, State University of New York","University at Buffalo, State University of New York",,,,,,,,,,6.0,0.0
576,Semi-supervised Max-margin Topic Model with Manifold Posterior Regularization *,"Tsinghua National Laboratory for Information Science and Technology (TNList), State Key Lab for Intelligent Technology and Systems",Center for Brain-Inspired Computing Research (CBICR),Tsinghua University,,,,,,,,,,,,,5.0,0.0
577,An Abstraction-Refinement Methodology for Reasoning about Network Games *,Institute of Science and Technology Austria,Hebrew University of Jerusalem,Hebrew University of Jerusalem,,,,,,,,,,,,,3.0,0.0
578,Super-Human AI for Strategic Reasoning: Beating Top Pros in Heads-Up No-Limit Texas Hold'em,Carnegie Mellon University,"Strategic Machine, Inc., Pittsburgh, PA, US",,,,,,,,,,,,,,1.0,0.0
579,On Automating the Doctrine of Double Effect,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,2.0,0.0
580,Active Learning for Black-Box Semantic Role Labeling with Neural Factors,IBM Research - Almaden,IBM Research - Almaden,IBM Research - Almaden,,,,,,,,,,,,,3.0,0.0
581,Instance-Level Label Propagation with Multi-Instance Learning,Google (United States),Google (United States),Google (United States),Google (United States),,,,,,,,,,,,0.0,4.0
582,A Data-Driven Approach to Infer Knowledge Base Representation for Natural Language Relations,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,4.0,0.0
583,On Computing World Views of Epistemic Logic Programs,New Mexico State University,New Mexico State University,"SPAWAR Atlantic North Charleston, SC 29410, US","SPAWAR Atlantic North Charleston, SC 29410, US",,,,,,,,,,,,3.0,0.0
584,Joint Learning on Relevant User Attributes in Micro-blog,Soochow University,Soochow University,Soochow University,,,,,,,,,,,,,3.0,0.0
585,SWIM: A Simple Word Interaction Model for Implicit Discourse Relation Recognition *,National University of Singapore,Institute for Infocomm Research,City University of Hong Kong,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,6.0,0.0
586,Generating Hard Random Boolean Formulas and Disjunctive Logic Programs,University of Edinburgh,University of Calabria,University of Kentucky,,,,,,,,,,,,,3.0,0.0
587,Online Optimization of Video-Ad Allocation *,Tokyo Institute of Technology,Tokyo Institute of Technology,Tokyo Institute of Technology,Tokyo Institute of Technology,,,,,,,,,,,,4.0,0.0
588,Top-k Supervise Feature Selection via ADMM for Integer Programming,Wenzhou University,Carnegie Mellon University,Wenzhou University,Wenzhou University,Shanxi University,,,,,,,,,,,5.0,0.0
589,Multi-Task Deep Reinforcement Learning for Continuous Action Control *,UNSW Sydney,South China University of Technology,UNSW Sydney,UNSW Sydney,South China University of Technology,,,,,,,,,,,5.0,0.0
590,ME-MD: An Effective Framework for Neural Machine Translation with Multiple Encoders and Decoders,Institute of Computing Technology,Institute of Computing Technology,Dublin City University," Baidu Research -Institute of Deep Learning, Baidu Inc.,Beijing,Chin",,,,,,,,,,,,3.0,0.0
591,Temporal Grounding Graphs for Language Understanding with Accrued Visual-Linguistic Context,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,5.0,0.0
592,Open-Category Classification by Adversarial Sample Generation *,Nanjing University,Southeast University,Nanjing University,Southeast University,Alibaba Group (China),"University of California, Berkeley",,,,,,,,,,5.0,1.0
593,Cross-Granularity Graph Inference for Semantic Video Object Segmentation,Tampere University of Technology," Nokia Technologies, Finlan",Tampere University of Technology,Tampere University of Technology,,,,,,,,,,,,4.0,0.0
594,Heuristic Online Goal Recognition in Continuous Domains,Bar-Ilan University,Bar-Ilan University,,,,,,,,,,,,,,2.0,0.0
595,An Admissible HTN Planning Heuristic,University of Ulm,University of Ulm,University of Ulm,University of Ulm,,,,,,,,,,,,4.0,0.0
596,Disguise Adversarial Networks for Click-through Rate Prediction,"Samsung Research America, Mountain View, CA, US","Samsung Research America, Mountain View, CA, US","Samsung Research America, Mountain View, CA, US",,,,,,,,,,,,,3.0,0.0
597,Neurogenesis-Inspired Dictionary Learning: Online Model Adaption in a Changing World,IBM Research - Thomas J. Watson Research Center,University of Southern California,,,,,,,,,,,,,,2.0,0.0
598,Evaluating Epistemic Negation in Answer Set Programming (Extended Abstract) *,State Key Laboratory of Computer Science,Chinese Academy of Sciences,TU Wien,,,,,,,,,,,,,2.0,0.0
599,Multimodal News Article Analysis,Institute of Robotics and Industrial Informatics,"Wide Eyes Technologies, Barcelona, Catalonia, Spai",,,,,,,,,,,,,,1.0,0.0
600,Tracking the Evolution of Customer Purchase Behavior Segmentation via a Fragmentation-Coagulation Process,University of Sydney,Data61,University of Sydney,Data61,Data61,Data61,,,,,,,,,,6.0,0.0
601,Fast SVM Trained by Divide-and-Conquer Anchors," Key Laboratory of Machine Perception (MOE), Cooperative Medianet Innovation Center",Peking University,University of Sydney," Key Laboratory of Machine Perception (MOE), Cooperative Medianet Innovation Center",Peking University,University of Sydney,,,,,,,,,,4.0,0.0
602,Dynamic Programming Bipartite Belief Propagation For Hyper Graph Matching,Northwestern Polytechnical University,"University of California, San Diego",Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,University of Adelaide,,,,,,,,,,6.0,0.0
603,Order Statistics for Probabilistic Graphical Models,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,3.0,0.0
604,Multiple Kernel Clustering Framework with Improved Kernels,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,4.0,0.0
605,Robust Asymmetric Bayesian Adaptive Matrix Factorization,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,3.0,0.0
606,Orthogonal and Nonnegative Graph Reconstruction for Large Scale Clustering," Northwestern Ploytechnical University, Xi'an, 710072, P. R. Chin"," Northwestern Ploytechnical University, Xi'an, 710072, P. R. Chin"," Northwestern Ploytechnical University, Xi'an, 710072, P. R. Chin",The University of Texas at Arlington,,,,,,,,,,,,1.0,0.0
607,Voting by Sequential Elimination with few Voters,Grenoble Institute of Technology,Computer Science Department,Paris Dauphine University,French National Centre for Scientific Research,,,,,,,,,,,,3.0,0.0
608,DDoS Event Forecasting using Twitter Data *,Soochow University,Singapore University of Technology and Design,Singapore University of Technology and Design,,,,,,,,,,,,,3.0,0.0
609,Iterative Entity Alignment via Joint Knowledge Embeddings,University of Computer Studies Yangon,Tsinghua University,University of Computer Studies Yangon,Tsinghua University,University of Computer Studies Yangon,Tsinghua University,Jiangsu Normal University,University of Computer Studies Yangon,Tsinghua University,Jiangsu Normal University,,,,,,10.0,0.0
610,Universal Reinforcement Learning Algorithms: Survey and Experiments,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,,3.0,0.0
611,A Characterization Theorem for a Modal Description Logic,University of Erlangen-Nuremberg,University of Erlangen-Nuremberg,,,,,,,,,,,,,,2.0,0.0
612,Online Algorithm Selection,KU Leuven,,,,,,,,,,,,,,,1.0,0.0
613,Resilient Control and Safety for Multi-Agent Cyber-Physical Systems,TU Wien,,,,,,,,,,,,,,,1.0,0.0
614,Learning Feature Engineering for Classification,University of Toronto,IBM Research - China,IBM Research - China,Georgia Institute of Technology,IBM Research - China,,,,,,,,,,,5.0,0.0
615,Beyond the Nyström Approximation: Speeding up Spectral Clustering using Uniform Sampling and Weighted Kernel k-means,George Washington University,George Washington University,,,,,,,,,,,,,,2.0,0.0
616,Binary Linear Compression for Multi-label Classification *,Nanjing University,Southeast University,Nanjing University,Southeast University,Southeast University,Ministry of Education,,,,,,,,,,6.0,0.0
617,Weighted Double Q-learning,Soochow University,Soochow University,Stanford University,,,,,,,,,,,,,3.0,0.0
618,The DNA Word Design Problem: A New Constraint Model and New Results *,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,,,3.0,0.0
619,Enhancing Campaign Design in Crowdfunding: A Product Supply Optimization Perspective,China Medical University,China Medical University,China Medical University,Drexel University,China Medical University,China Medical University,,,,,,,,,,6.0,0.0
620,Fast Change Point Detection on Dynamic Social Networks,The Ohio State University,The Ohio State University,The Ohio State University,The Ohio State University,,,,,,,,,,,,4.0,0.0
621,Sifting Common Information from Many Variables,University of Southern California,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,4.0,0.0
622,From Automation to Autonomous Systems: A Legal Phenomenology with Problems of Accountability,University of Turin,,,,,,,,,,,,,,,1.0,0.0
623,Equilibria in Ordinal Games: A Framework based on Possibility Theory,Université de Toulouse,Université de Toulouse,,,,,,,,,,,,,,2.0,0.0
