Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,num_academia,num_company
657,Complexity of Scheduling Charging in the Smart Grid,Delft University of Technology,Duke University,Duke University,Delft University of Technology,,,,,,,,,,,,4.0,0.0
658,Multi-Level Metric Learning via Smoothed Wasserstein Distance,Xidian University,University of Pittsburgh,University of Pittsburgh,Xidian University,Xidian University,University of Pittsburgh,,,,,,,,,,6.0,0.0
659,A Unified Analysis of Stochastic Momentum Methods for Deep Learning,Southern University of Science and Technology,German Research Centre for Artificial Intelligence,University of Iowa,University of Iowa,University of Iowa,Southern University of Science and Technology,German Research Centre for Artificial Intelligence,,,,,,,,,7.0,0.0
660,Layered Optical Flow Estimation Using a Deep Neural Network with a Soft Mask,Illinois Institute of Technology,Illinois Institute of Technology,Illinois Institute of Technology,Illinois Institute of Technology,Illinois Institute of Technology,Illinois Institute of Technology,,,,,,,,,,6.0,0.0
661,Descriptive Clustering: ILP and CP Formulations with Applications,University of Orléans,"University of California, Davis",University of Orléans,"University of California, Davis","University at Albany, State University of New York",,,,,,,,,,,5.0,0.0
662,Multi-modal Sentence Summarization with Modality Attention and Image Filtering,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,11.0,0.0
663,A Deep Modular RNN Approach for Ethos Mining,University of Dundee,University of Dundee,Institute of Philosophy and Sociology,,,,,,,,,,,,,3.0,0.0
664,SynKit: LTL Synthesis as a Service,University of Toronto,University of Toronto,University of Toronto,University of Toronto,,,,,,,,,,,,4.0,0.0
665,A Cloaking Mechanism to Mitigate Market Manipulation,University of Michigan–Ann Arbor,Vanderbilt University,University of Michigan–Ann Arbor,,,,,,,,,,,,,3.0,0.0
666,Preference Orders on Families of Sets -When Can Impossibility Results Be Avoided?,University of Kentucky,University of Kentucky,University of Kentucky,University of Kentucky,University of Kentucky,,,,,,,,,,,5.0,0.0
667,CSNN: An Augmented Spiking based Framework with Perceptron-Inception,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Sichuan University of Science and Engineering,Zhejiang University,,,,,,,,,6.0,0.0
668,Predicting Complex Activities from Ongoing Multivariate Time Series,University of Melbourne,University of Melbourne,University of Melbourne,University of Melbourne,,,,,,,,,,,,4.0,0.0
669,Modeling Contemporaneous Basket Sequences with Twin Networks for Next-Item Recommendation,Singapore Management University,Singapore Management University,Singapore Management University,,,,,,,,,,,,,3.0,0.0
670,Smarter Response with Proactive Suggestion: A New Generative Neural Conversation Paradigm,University of Computer Studies Yangon,Beijing Institute of Big Data Research,University of Computer Studies Yangon,Beijing Institute of Big Data Research,,,,,,,,,,,,4.0,0.0
671,Recommendation with Multi-Source Heterogeneous Information,Institute of Information Engineering,University of Chinese Academy of Sciences,University of Technology Sydney,Macquarie University,Institute of Information Engineering,University of Chinese Academy of Sciences,Jingdong (China),Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,8.0,1.0
672,Biased Random Walk based Social Regularization for Word Embeddings,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Sun Yat-sen University,Hong Kong University of Science and Technology,,,,,,,,,,,,4.0,0.0
673,Densely Connected CNN with Multi-scale Feature Attention for Text Classification,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,3.0,0.0
674,Double Auctions in Markets for Multiple Kinds of Goods,Ariel University,Bar-Ilan University,Bar-Ilan University,,,,,,,,,,,,,3.0,0.0
675,Algorithms for Fair Load Shedding in Developing Countries,University of Southampton,University of Southampton,University of Southampton,University of Southampton,University of Southampton,,,,,,,,,,,5.0,0.0
676,Abstraction of Agents Executing Online and their Abilities in the Situation Calculus,York University,University of Rome Tor Vergata,York University,University of Rome Tor Vergata,,,,,,,,,,,,4.0,0.0
677,A Wearable Device for Online and Long-Term ECG Monitoring,Politecnico di Milano,Politecnico di Milano,GrAT - Center for Appropriate Technology,GrAT - Center for Appropriate Technology,GrAT - Center for Appropriate Technology,Politecnico di Milano,,,,,,,,,,3.0,0.0
678,Algorithmic Social Intervention,University of Southern California,,,,,,,,,,,,,,,1.0,0.0
679,"A Unifying View of Geometry, Semantics, and Data Association in SLAM *","University of California, San Diego",University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,,,,,,,,,,,,4.0,0.0
680,Make Evasion Harder: An Intelligent Android Malware Detection System *,West Virginia University,West Virginia University,Hong Kong University of Science and Technology," Comodo Security Solutions, Inc., Clifton, NJ, US",,,,,,,,,,,,3.0,0.0
681,Accelerating Convolutional Networks via Global & Dynamic Filter Pruning,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Techniques of Informatics and Microelectronics for Integrated Systems Architecture,Techniques of Informatics and Microelectronics for Integrated Systems Architecture,Beihang University,,,,,,,9.0,0.0
682,Learning SMT(LRA) Constraints using SMT Solvers,University of Trento,University of Trento,University of Trento,University of Trento,University of Trento,University of Trento,,,,,,,,,,6.0,0.0
683,Planning and Learning with Stochastic Action Sets,,,,,,,,,,,,,,,,0.0,0.0
684,Multi-modal Predicate Identification using Dynamically Learned Robot Controllers,Cleveland State University,Cleveland State University,Cleveland State University,Tufts University,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,6.0,0.0
685,Distance Metric Facilitated Transportation between Heterogeneous Domains *,Nanjing University,Nanjing University,Nanjing University,Tencent (China),,,,,,,,,,,,3.0,1.0
686,Embracing Change by Abstraction Materialization Maintenance for Large ABoxes,University of Ulm,University of Ulm,,,,,,,,,,,,,,2.0,0.0
687,An Empirical Study of Knowledge Tradeoffs in Case-Based Reasoning,Indian Institute of Technology Madras,Indian Institute of Technology Madras,,,,,,,,,,,,,,2.0,0.0
688,Pairwise Liquid Democracy,Technical University of Berlin,Ben-Gurion University of the Negev,,,,,,,,,,,,,,2.0,0.0
689,Adaboost with Auto-Evaluation for Conversational Models,Tencent (China),Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Tencent (China),Tencent (China),,,,,,,6.0,3.0
690,Assigning Personality/Profile to a Chatting Machine for Coherent Conversation Generation,Tsinghua University, Though personalit,Tsinghua University, Though personalit," Sogou, Inc. , Beijing 100084, Chin"," Sogou, Inc. , Beijing 100084, Chin",Tsinghua University, Though personalit,,,,,,,,3.0,0.0
691,A Fast Algorithm for Generalized Arc Consistency of the Alldifferent Constraint,Northeastern University,China Medical University,Northeastern University,Jianghan University,Washington University in St. Louis,,,,,,,,,,,5.0,0.0
692,Seeking Practical CDCL Insights from Theoretical SAT Benchmarks,Royal Institute of Technology,Royal Institute of Technology,Royal Institute of Technology,Royal Institute of Technology,University of Bordeaux,,,,,,,,,,,5.0,0.0
693,Connecting Low-Level Image Processing and High-Level Vision via Deep Learning,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,1.0,0.0
694,Handling Uncertainty in Recommender Systems under the Belief Function Theory,Institut Supérieur de Gestion de Tunis,,,,,,,,,,,,,,,1.0,0.0
695,Inhibition of Occluded Facial Regions for Distance-Based Face Recognition,University of Salamanca,University of Salamanca,Osaka Institute of Technology,University of Salamanca,,,,,,,,,,,,4.0,0.0
696,An Efficient Minibatch Acceptance Test for Metropolis-Hastings *,"University of California, Berkeley","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley",Google (United States),,,,,,,,,,,4.0,1.0
697,Self-Representative Manifold Concept Factorization with Adaptive Neighbors for Clustering,Wuhan University,Wuhan University,Wuhan University,Wuhan University,Macquarie University,Xian Institute of Optics and Precision Mechanics,,,,,,,,,,6.0,0.0
698,Exact Low Tubal Rank Tensor Recovery from Gaussian Measurements,Carnegie Mellon University,National University of Singapore,Peking University,Shanghai Jiao Tong University,Institut Pprime,National University of Singapore,,,,,,,,,,6.0,0.0
699,Real-time Traffic Pattern Analysis and Inference with Sparse Video Surveillance Information,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,6.0,0.0
700,Drug Similarity Integration Through Attentive Multi-view Graph Auto-Encoders,Michigan State University,Cornell University,,,,,,,,,,,,,,2.0,0.0
701,Strategyproof and Fair Matching Mechanism for Union of Symmetric M-convex Constraints,Kyushu University,Kyushu University,Kyushu University,RIKEN Center for Advanced Intelligence Project,Kyushu University,RIKEN Center for Advanced Intelligence Project,,,,,,,,,,6.0,0.0
702,Enhanced-alignment Measure for Binary Foreground Map Evaluation,Nankai University,Nankai University,Nankai University,Nankai University,Nankai University,University of Central Florida,,,,,,,,,,6.0,0.0
703,High-dimensional Similarity Learning via Dual-sparse Random Projection,Nanyang Technological University,China University of Technology,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,4.0,0.0
704,Deep Multi-View Concept Learning,Xidian University,Xidian University,Xidian University,Xidian University,Henan Polytechnic University,,,,,,,,,,,5.0,0.0
705,"Interactive, Collaborative Robots: Challenges and Opportunities",Royal Institute of Technology,Royal Institute of Technology,Royal Institute of Technology,Royal Institute of Technology,Royal Institute of Technology,,,,,,,,,,,5.0,0.0
706,An Analytical and Experimental Comparison of Maximal Lottery Schemes,Technical University of Munich,Technical University of Munich,Technical University of Munich,,,,,,,,,,,,,3.0,0.0
707,Line Separation from Topographic Maps Using Regional Color and Spatial Information,Northwest University,Xidian University,Yanshan University,Northwest University,Northwest University,,,,,,,,,,,5.0,0.0
708,Fast Vehicle Identification via Ranked Semantic Sampling Based Embedding,University of Pittsburgh,The University of Texas at Arlington,University of Pittsburgh,,,,,,,,,,,,,3.0,0.0
709,Completeness-aware Rule Learning from Knowledge Graphs *,Max Planck Institute for Informatics,Télécom Paris,Max Planck Institute for Informatics,Max Planck Institute for Informatics,Max Planck Institute for Informatics,Max Planck Institute for Informatics,,,,,,,,,,6.0,0.0
710,Cross-Domain 3D Model Retrieval via Visual Domain Adaptation,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Tianjin University,,,,,,,,,,,5.0,0.0
711,Coarse-to-fine Image Co-segmentation with Intra and Inter Rank Constraints,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,4.0,0.0
712,AAR-CNNs: Auto Adaptive Regularized Convolutional Neural Networks,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,University of Macau,,,,,,,,,,,,4.0,0.0
713,Where Have You Been? Inferring Career Trajectory from Academic Social Network,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,3.0,0.0
714,Watching a Small Portion could be as Good as Watching All: Towards Efficient Video Classification,Southern University of Science and Technology,University of Technology Sydney,University of Technology Sydney,Southern University of Science and Technology,University of Technology Sydney,Hangzhou Dianzi University,China Electronics Technology Group Corporation,Southern University of Science and Technology,University of Technology Sydney,,,,,,,8.0,1.0
715,Integrative Network Embedding via Deep Joint Reconstruction,Tianjin University,Tianjin University,Hebei University of Technology,Tianjin University,Tianjin University,Jianghan University,Washington University in St. Louis,,,,,,,,,7.0,0.0
716,Automatic Opioid User Detection From Twitter: Transductive Ensemble Built On Different Meta-graph Based Similarities Over Heterogeneous Information Network,West Virginia University,West Virginia University,West Virginia University,West Virginia University,,,,,,,,,,,,4.0,0.0
717,Democratic Fair Allocation of Indivisible Goods,Ariel University,Stanford University,,,,,,,,,,,,,,2.0,0.0
718,Efficient Computation of Approximate Equilibria in Discrete Colonel Blotto Games," Nokia Bell Labs, Nokia Paris-Saclay, 91620 Nozay, Franc",Grenoble Institute of Technology,Max Planck Institute for Software Systems," Nokia Bell Labs, Nokia Paris-Saclay, 91620 Nozay, Franc",,,,,,,,,,,,2.0,0.0
719,Unbiased Learning-to-Rank with Biased Feedback *,Cornell University,Microsoft (United States),Cornell University,,,,,,,,,,,,,2.0,1.0
720,Extracting Action Sequences from Texts Based on Deep Reinforcement Learning,Sun Yat-sen University,Sun Yat-sen University,Arizona State University,,,,,,,,,,,,,3.0,0.0
721,Reinforced Mnemonic Reader for Machine Reading Comprehension,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,Fudan University,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,4.0,2.0
722,Structured Inference for Recurrent Hidden Semi-Markov Model,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,Chinese University of Hong Kong,Georgia Institute of Technology," Mobile Internet Group, Tencent Inc., Shenzhen, Chin",University of Electronic Science and Technology of China,,,,,,,,,6.0,0.0
723,Centralized Ranking Loss with Weakly Supervised Localization for Fine-Grained Object Retrieval,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Harbin Institute of Technology," Tencent Technology (Shanghai) Co.,Lt"," Tencent Technology (Shanghai) Co.,Lt",Xidian University,,,,,,,,6.0,0.0
724,Video Captioning with Tube Features,Northwestern Polytechnical University,Xian Institute of Optics and Precision Mechanics,Xian Institute of Optics and Precision Mechanics,,,,,,,,,,,,,3.0,0.0
725,HST-LSTM: A Hierarchical Spatial-Temporal Long-Short Term Memory Network for Location Prediction,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,2.0,0.0
726,Finite Sample Analysis of LSTD with Random Projections and Eligibility Traces,Chinese Academy of Sciences,University of Science and Technology of China,Chinese Academy of Sciences,,,,,,,,,,,,,3.0,0.0
727,Unary Integer Linear Programming with Structural Restrictions,University of Bergen,TU Wien,University of Bergen,University of Sheffield,,,,,,,,,,,,4.0,0.0
728,Inductive Certificates of Unsolvability for Domain-Independent Planning †,University of Basel,University of Basel,University of Basel,,,,,,,,,,,,,3.0,0.0
729,Learning with Sparse and Biased Feedback for Personal Search,,,,,,,,,,,,,,,,0.0,0.0
730,Code Completion with Neural Attention and Pointer Networks,University of Hong Kong,University of Hong Kong,,,,,,,,,,,,,,2.0,0.0
731,Near Real-Time Detection of Poachers from Drones in AirSim,University of Southern California,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),American Institutes for Research,American Institutes for Research,Microsoft Research Asia (China),University of Southern California,,,,,,,2.0,5.0
732,Solving Sudoku with Consistency: A Visual and Interactive Approach,University of Nebraska–Lincoln,University of Nebraska–Lincoln,University of Montpellier,University of Nebraska–Lincoln,University of Montpellier,,,,,,,,,,,5.0,0.0
733,Enhancing Existential Rules by Closed-World Variables,University of Calabria,University of Calabria,University of Calabria,University of Calabria,,,,,,,,,,,,4.0,0.0
734,Memory Attention Networks for Skeleton-based Action Recognition,Beihang University,China University of Mining and Technology,Beihang University,University of North Carolina at Charlotte,Lancaster University," Noah's Ark Lab, Huawei Technologies Co. Ltd., Chin",,,,,,,,,,5.0,1.0
735,Scheduled Policy Optimization for Natural Language Communication with Intelligent Agents,"University of California, Santa Barbara",IBM Research - China,IBM Research - China,IBM Research - China, JD AI Researc,"University of California, Santa Barbara",,,,,,,,,,5.0,0.0
736,Chinese Poetry Generation with a Working Memory Model,Beijing Information Science & Technology University,Tsinghua University,Beijing Information Science & Technology University,Tsinghua University,Merck (Singapore),Beijing Information Science & Technology University,Tsinghua University,,,,,,,,,6.0,0.0
737,Learning Deep Unsupervised Binary Codes for Image Retrieval,Hong Kong Baptist University,Hong Kong Baptist University,Institute for Infocomm Research,,,,,,,,,,,,,3.0,0.0
738,Your Tweets Reveal What You Like: Introducing Cross-media Content Information into Multi-domain Recommendation,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,2.0,0.0
739,Improving Information Centrality of a Node in Complex Networks by Adding Edges,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,,,6.0,0.0
740,Feature Integration with Adaptive Importance Maps for Visual Tracking,Nanjing Normal University,Nanjing Normal University,Nanjing Normal University,,,,,,,,,,,,,3.0,0.0
741,High-Order Co-Clustering via Strictly Orthogonal and Symmetric 1 -Norm Nonnegative Matrix Tri-Factorization,Colorado School of Mines,Colorado School of Mines,,,,,,,,,,,,,,2.0,0.0
742,Spectral Feature Scaling Method for Supervised Dimensionality Reduction,University of Tsukuba,University of Tsukuba,University of Tsukuba,Japan Science and Technology Agency,,,,,,,,,,,,4.0,0.0
743,CoupledCF: Learning Explicit and Implicit User-item Couplings in Recommendation for Deep Collaborative Filtering,Liaoning Technical University,University of Technology,University of Technology,Liaoning Technical University,Liaoning Technical University,,,,,,,,,,,5.0,0.0
744,Marathon Race Planning: A Case-Based Reasoning Approach,University College Dublin,University College Dublin,,,,,,,,,,,,,,2.0,0.0
745,Geolocating Images with Crowdsourcing and Diagramming *,Virginia Tech,Virginia Tech,Virginia Tech,,,,,,,,,,,,,3.0,0.0
746,"Probabilistic Machine Learning: Models, Algorithms and a Programming Library",Tsinghua University,,,,,,,,,,,,,,,1.0,0.0
747,Conversational Explanations of Machine Learning Predictions Through Class-contrastive Counterfactual Statements,University of Bristol,University of Bristol,,,,,,,,,,,,,,2.0,0.0
748,Solving Exist-Random Quantified Stochastic Boolean Satisfiability via Clause Selection,National Taiwan University,National Taiwan University,National Taiwan University,National Taiwan University,,,,,,,,,,,,4.0,0.0
749,A Reactive Strategy for High-Level Consistency During Search,University of Nebraska–Lincoln,University of Montpellier,University of Nebraska–Lincoln,University of Montpellier,,,,,,,,,,,,4.0,0.0
750,Show and Tell More: Topic-Oriented Multi-Sentence Image Captioning,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,4.0,0.0
751,Curriculum Learning for Natural Answer Generation,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,7.0,0.0
752,Two Sides of the Same Coin: Belief Revision and Enforcing Arguments *,TU Wien,TU Wien,TU Wien,,,,,,,,,,,,,3.0,0.0
753,Learning Conceptual Space Representations of Interrelated Concepts,French National Centre for Scientific Research,Cardiff University,,,,,,,,,,,,,,2.0,0.0
754,"Same Representation, Different Attentions: Shareable Sentence Representation Learning from Multiple Tasks",Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,3.0,0.0
755,Automata-Theoretic Foundations of FOND Planning for LTL f and LDL f Goals,Sapienza University of Rome,University of Naples Federico II,,,,,,,,,,,,,,2.0,0.0
756,Teaching Machines to Ask Questions,University of Chinese Academy of Sciences,"Guangzhou Institute of Applied Software Technology, Chinese Academy of Sciences",University of Chinese Academy of Sciences,University of the West of England,"Guangzhou Institute of Applied Software Technology, Chinese Academy of Sciences",,,,,,,,,,,3.0,0.0
757,Lifelong Domain Word Embedding via Meta-Learning,University of Illinois at Chicago,University of Illinois at Chicago,University of Illinois at Chicago,University of Illinois at Chicago,Tsinghua University,,,,,,,,,,,5.0,0.0
758,Neural Framework for Joint Evolution Modeling of User Feedback and Social Links in Dynamic Social Networks,Nankai University,George Washington University,Nankai University,Kyoto University,Nankai University,,,,,,,,,,,5.0,0.0
759,Explainable Certain Answers," Mathematics and Computer Science, University of Calabri",University of Edinburgh,,,,,,,,,,,,,,2.0,0.0
760,CISA: Chinese Information Structure Analysis for Scientific Writing with Cross-lingual Adversarial Learning,National Taiwan University,Joint Research Center,,,,,,,,,,,,,,2.0,0.0
761,Generating Plans for Cooperative Connected UAVs,National Council for Scientific Research,National Council for Scientific Research,National Council for Scientific Research,,,,,,,,,,,,,3.0,0.0
762,Improving Information Extraction from Images with Learned Semantic Models *,Ludwig-Maximilians-Universität München, Data Reply GmbH Munic,Ludwig-Maximilians-Universität München, Siemens Corporate Technology Munic,Ludwig-Maximilians-Universität München, Siemens Corporate Technology Munic,,,,,,,,,,3.0,0.0
763,Reducing Controversy by Connecting Opposing Views *,Qatar Computing Research Institute,Aalto University,University of Helsinki,,,,,,,,,,,,,2.0,0.0
764,SEGBOT: A Generic Neural Text Segmentation Model with Pointer Network,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,3.0,0.0
765,Optimization based Layer-wise Magnitude-based Pruning for DNN Compression *,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Birmingham,Southern University of Science and Technology,,,,,,,,,,,5.0,0.0
766,A Property Testing Framework for the Theoretical Expressivity of Graph Kernels,TU Dortmund University,TU Dortmund University,TU Dortmund University,TU Dortmund University,,,,,,,,,,,,4.0,0.0
767,Machine Learning and Constraint Programming for Relational-To-Ontology Schema Mapping,University of Melbourne,Siemens (Germany),University of Melbourne,University of Melbourne,University of Melbourne,Data61,,,,,,,,,,5.0,1.0
768,Emergency Response Optimization using Online Hybrid Planning,Oregon State University,SRI International,Oregon State University,Oregon State University,,,,,,,,,,,,4.0,0.0
769,Commonsense Knowledge Aware Conversation Generation with Graph Attention,Tsinghua University,Beijing Institute of Technology,Tsinghua University," Sogou Inc., Beijing, Chin"," Sogou Inc., Beijing, Chin",Tsinghua University,,,,,,,,,,4.0,0.0
770,Relevance in Structured Argumentation,Ruhr University Bochum,Ruhr University Bochum,,,,,,,,,,,,,,2.0,0.0
771,Horn-Rewritability vs PTime Query Evaluation in Ontology-Mediated Querying,University of Liverpool,University of Bremen,University of Liverpool,University of Liverpool,,,,,,,,,,,,4.0,0.0
772,Feature Enhancement in Attention for Visual Question Answering,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,4.0,0.0
773,Answering Mixed-Type Questions about Daily Living Episodes,Advanced Telecommunications Research Institute International,Advanced Telecommunications Research Institute International,RIKEN Center for Advanced Intelligence Project,Advanced Telecommunications Research Institute International,National Institute of Advanced Industrial Science and Technology,Advanced Telecommunications Research Institute International,RIKEN Center for Advanced Intelligence Project,,,,,,,,,7.0,0.0
774,Bringing Multi-agent Path Finding Closer to Reality,Charles University,,,,,,,,,,,,,,,1.0,0.0
775,Engineering Graph Features via Network Functional Blocks,Advanced Digital Sciences Center,,,,,,,,,,,,,,,1.0,0.0
776,Compact-MDD: Efficiently Filtering (s)MDD Constraints with Reversible Sparse Bit-sets,Université Catholique de Louvain,Artois University,Université Catholique de Louvain,,,,,,,,,,,,,3.0,0.0
777,Solving (Weighted) Partial MaxSAT by Dynamic Local Search for SAT,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,,,,2.0,0.0
778,DEEPTRAVEL: a Neural Network Based Travel Time Estimation Model with Auxiliary Supervision,Fudan University," Shanghai Insitute of Intelligent Electroics & Systems, Shanghai, Chin",Fudan University," Shanghai Insitute of Intelligent Electroics & Systems, Shanghai, Chin",Fudan University," Shanghai Insitute of Intelligent Electroics & Systems, Shanghai, Chin",Singapore Management University,,,,,,,,,4.0,0.0
779,Emergent Tangled Program Graphs in Multi-Task Learning,Dalhousie University,Dalhousie University,,,,,,,,,,,,,,2.0,0.0
780,A Genetic Programming Approach to Designing Convolutional Neural Network Architectures,RIKEN,Tohoku University,Yokohama National University,Yokohama National University,,,,,,,,,,,,4.0,0.0
781,Co-occurrence Feature Learning from Skeleton Data for Action Recognition and Detection with Hierarchical Aggregation,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,,,,,,,,,,,,4.0,0.0
782,Unpaired Multi-Domain Image Generation via Regularized Conditional GANs,City University of Hong Kong,City University of Hong Kong,,,,,,,,,,,,,,2.0,0.0
783,Contextual Outlier Interpretation,Texas A&M University,Texas A&M University,Texas A&M University,Texas A&M University,,,,,,,,,,,,4.0,0.0
784,Hybrid Approach of Relation Network and Localized Graph Convolutional Filtering for Breast Cancer Subtype Classification,Seoul National University,Seoul National University,Seoul National University,Seoul National University,Seoul National University,,,,,,,,,,,5.0,0.0
785,From Reality to Perception: Genre-Based Neural Image Style Transfer,Xidian University,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,4.0,0.0
786,"Show, Observe and Tell: Attribute-driven Attention Model for Image Captioning *",Tsinghua University,Tsinghua University,Microsoft Research Asia (China),Tsinghua University,Lancaster University,,,,,,,,,,,4.0,1.0
787,Anonymizing k-Facial Attributes via Adversarial Perturbations,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Ministry of Electronics and Information Technology,,,,,,,,,,,,4.0,0.0
788,Age Estimation Using Expectation of Label Distribution Learning *,Nanjing University,Nanjing University,Nanjing University,Southeast University,"the Collaborative Innovation Center of Novel Software Technology and Industrialization, and the Collab-orative Innovation Center of Wireless Communications Technology",,,,,,,,,,,4.0,0.0
789,Matrix Completion with Preference Ranking for Top-N Recommendation,Wuhan University,Carleton University,Carleton University,Wuhan University,,,,,,,,,,,,4.0,0.0
790,View-Volume Network for Semantic Scene Completion from a Single Depth Image,University of Electronic Science and Technology of China,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,,,,1.0,2.0
791,Multi-Level Policy and Reward Reinforcement Learning for Image Captioning,Tianjin University,Tianjin University,Nanyang Technological University,Tianjin University,Tianjin University,University of Science and Technology of China,,,,,,,,,,6.0,0.0
792,SDMCH: Supervised Discrete Manifold-Embedded Cross-Modal Hashing,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,,,,,,,,,,6.0,0.0
793,JUMP: A Joint Predictor for User Click and Dwell Time,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University, Searching Group of Alibaba Inc, Searching Group of Alibaba Inc,,,,,,,,,5.0,0.0
794,Extracting Job Title Hierarchy from Career Trajectories: A Bayesian Perspective,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",,,,,,,,,,,5.0,0.0
795,Distributing Frank-Wolfe via Map-Reduce *,Northeastern University,Northeastern University,,,,,,,,,,,,,,2.0,0.0
796,Solving Patrolling Problems in the Internet Environment,Masaryk University,Masaryk University,Masaryk University,,,,,,,,,,,,,3.0,0.0
797,"Model-free, Model-based, and General Intelligence",Pompeu Fabra University,Institució Catalana de Recerca i Estudis Avançats,,,,,,,,,,,,,,2.0,0.0
798,Online Continuous-Time Tensor Factorization Based on Pairwise Interactive Point Processes," Infinia ML, Inc",Duke University,Duke University,Duke University,,,,,,,,,,,,3.0,0.0
799,Semi-Supervised Multi-Modal Learning with Incomplete Modalities,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,4.0,0.0
800,UCBoost: A Boosting Approach to Tame Complexity and Optimality for Stochastic Bandits,The Ohio State University,The Ohio State University, AT&T Labs Researc,The Ohio State University,,,,,,,,,,,,3.0,0.0
801,3D-Aided Deep Pose-Invariant Face Recognition,National University of Singapore,National University of Defense Technology, Panasonic R&D Center Singapor,National University of Singapore, Panasonic R&D Center Singapor,National University of Singapore,National University of Singapore, Panasonic R&D Center Singapor, Panasonic R&D Center Singapor, Panasonic R&D Center Singapor, Panasonic R&D Center Singapor,Institute of Automation,Institut Pprime,National University of Singapore,National University of Singapore,9.0,0.0
802,Learning Robust Gaussian Process Regression for Visual Tracking,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,,,,,,,,,,6.0,0.0
803,Orchestrating a Network of Mereotopological Theories: An Abridged Report *,City of Cape Town,Free University of Bozen-Bolzano,,,,,,,,,,,,,,2.0,0.0
